идентификатор ZINC	название	SMILES формула	мол. вес, г/моль	LogP	брутто-формула	число колец	число тяжелых атомов	число гетероатомов	pH	заряд	число доноров H-связи	число акцепторов H-связи	площадь полярной поверхности, кв. А	число вращающихся связей
ZINC000002586020	3-(3,4-Dihydroxyphenyl-2-Methylpropionic	C[C@@H](Cc1ccc(O)c(O)c1)C(=O)O	196.202	1.361	C10H12O4	1	14	4	Reference	-1	2	4	80	3
ZINC000040952813	3-(3,4-Dihydroxyphenyl-2-Methylpropionic	C[C@H](Cc1ccc(O)c(O)c1)C(=O)O	196.202	1.361	C10H12O4	1	14	4	Reference	-1	2	4	80	3
ZINC000095617644	3&#39;,4&#39;-Dihydrodiol	O=C1NC(=O)[C@](C2=C[C@@H](O)[C@@H](O)C=C2)(c2ccccc2)N1	286.287	-0.061	C15H14N2O4	3	21	6	Reference	0	4	4	98	2
ZINC000006116533	3&#39;,4&#39;-Dihydrodiol	O=C1NC(=O)[C@](C2=C[C@@H](O)[C@H](O)C=C2)(c2ccccc2)N1	286.287	-0.061	C15H14N2O4	3	21	6	Reference	0	4	4	98	2
ZINC000031440253	3&#39;,4&#39;-Dihydrodiol	O=C1NC(=O)[C@](C2=C[C@H](O)[C@@H](O)C=C2)(c2ccccc2)N1	286.287	-0.061	C15H14N2O4	3	21	6	Reference	0	4	4	98	2
ZINC000006116532	3&#39;,4&#39;-Dihydrodiol	O=C1NC(=O)[C@](C2=C[C@H](O)[C@H](O)C=C2)(c2ccccc2)N1	286.287	-0.061	C15H14N2O4	3	21	6	Reference	0	4	4	98	2
ZINC000100053979	3&#39;-Amino-3&#39;-Deoxythimidine	Cc1cn([C@@H]2C[C@@H](N)[C@@H](CO[C@H]3[C@H](O)[C@@H](C(=O)O)O[C@H](O)[C@@H]3O)O2)c(=O)nc1O	417.371	-3.219	C16H23N3O10	3	29	13						
ZINC000100053985	3&#39;-Amino-3&#39;-Deoxythimidine	Cc1cn([C@@H]2C[C@H](N)[C@@H](CO[C@H]3[C@H](O)[C@@H](C(=O)O)O[C@H](O)[C@@H]3O)O2)c(=O)nc1O	417.371	-3.219	C16H23N3O10	3	29	13						
ZINC000100053983	3&#39;-Amino-3&#39;-Deoxythimidine	Cc1cn([C@H]2C[C@@H](N)[C@@H](CO[C@H]3[C@H](O)[C@@H](C(=O)O)O[C@H](O)[C@@H]3O)O2)c(=O)nc1O	417.371	-3.219	C16H23N3O10	3	29	13						
ZINC000100053987	3&#39;-Amino-3&#39;-Deoxythimidine	Cc1cn([C@H]2C[C@H](N)[C@@H](CO[C@H]3[C@H](O)[C@@H](C(=O)O)O[C@H](O)[C@@H]3O)O2)c(=O)nc1O	417.371	-3.219	C16H23N3O10	3	29	13						
ZINC000017187167	3&#39;-Amino-3&#39;-Deoxythimidine	Cc1cn([C@@H]2C[C@@H](N)[C@@H](CO)O2)c(=O)[nH]c1=O	241.247	-1.548	C10H15N3O4	2	17	7	Reference	1	3	5	111	2
ZINC000017187171	3&#39;-Amino-3&#39;-Deoxythimidine	Cc1cn([C@@H]2C[C@H](N)[C@@H](CO)O2)c(=O)[nH]c1=O	241.247	-1.548	C10H15N3O4	2	17	7	Reference	1	3	5	111	2
ZINC000017187169	3&#39;-Amino-3&#39;-Deoxythimidine	Cc1cn([C@H]2C[C@@H](N)[C@@H](CO)O2)c(=O)[nH]c1=O	241.247	-1.548	C10H15N3O4	2	17	7	Reference	1	3	5	111	2
ZINC000006069509	3&#39;-Amino-3&#39;-Deoxythimidine	Cc1cn([C@H]2C[C@H](N)[C@@H](CO)O2)c(=O)[nH]c1=O	241.247	-1.548	C10H15N3O4	2	17	7	Reference	1	3	5	111	2
ZINC000100054749	3&#39;-Demethyletoposide	COc1cc([C@H]2c3cc4c(cc3[C@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@@H]5[C@H](O)[C@H]3O)[C@@H]3COC(=O)[C@@H]23)OCO4)cc(O)c1O	574.535	1.036	C28H30O13	7	41	13						
ZINC000100054746	3&#39;-Demethyletoposide	COc1cc([C@H]2c3cc4c(cc3[C@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@@H]5[C@H](O)[C@H]3O)[C@@H]3COC(=O)[C@H]23)OCO4)cc(O)c1O	574.535	1.036	C28H30O13	7	41	13						
ZINC000100054755	3&#39;-Demethyletoposide	COc1cc([C@H]2c3cc4c(cc3[C@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(O)c1O	574.535	1.036	C28H30O13	7	41	13						
ZINC000095618817	3&#39;-Demethyletoposide	COc1cc([C@H]2c3cc4c(cc3[C@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(O)c1O	574.535	1.036	C28H30O13	7	41	13						
ZINC000000119948	3&#39;-Hpph	O=C1NC(=O)[C@@](c2ccccc2)(c2cccc(O)c2)N1	268.272	1.475	C15H12N2O3	3	20	5	Reference	0	3	3	78	2
ZINC000095618863	3&#39;-Hydroxybuspirone	O=C1CC2(CC[C@@H](O)C2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1	401.511	1.059	C21H31N5O3	4	29	8						
ZINC000095618862	3&#39;-Hydroxybuspirone	O=C1CC2(CC[C@H](O)C2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1	401.511	1.059	C21H31N5O3	4	29	8						
ZINC000006067252	3&#39;-Hydroxyhexobarbital	CN1C(=O)NC(=O)[C@@](C)(C2=C[C@@H](O)CCC2)C1=O	252.27	0.172	C12H16N2O4	2	18	6	Reference	0	2	4	86	1
ZINC000006067251	3&#39;-Hydroxyhexobarbital	CN1C(=O)NC(=O)[C@@](C)(C2=C[C@H](O)CCC2)C1=O	252.27	0.172	C12H16N2O4	2	18	6	Reference	0	2	4	86	1
ZINC000006032028	3&#39;-Hydroxyhexobarbital	CN1C(=O)NC(=O)[C@](C)(C2=C[C@@H](O)CCC2)C1=O	252.27	0.172	C12H16N2O4	2	18	6	Reference	0	2	4	86	1
ZINC000006032027	3&#39;-Hydroxyhexobarbital	CN1C(=O)NC(=O)[C@](C)(C2=C[C@H](O)CCC2)C1=O	252.27	0.172	C12H16N2O4	2	18	6	Reference	0	2	4	86	1
ZINC000095618621	3-(3-Hydroxyphenyl-2-Methyllactic	C[C@@](O)(Cc1cccc(O)c1)C(=O)O	196.202	0.77	C10H12O4	1	14	4						
ZINC000095618622	3-(3-Hydroxyphenyl-2-Methyllactic	C[C@](O)(Cc1cccc(O)c1)C(=O)O	196.202	0.77	C10H12O4	1	14	4						
ZINC000082872187	3-(3-Hydroxyphenyl-2-Methylpropionic	C[C@@H](Cc1cccc(O)c1)C(=O)O	180.203	1.655	C10H12O3	1	13	3	Reference	-1	1	3	60	3
ZINC000082872188	3-(3-Hydroxyphenyl-2-Methylpropionic	C[C@H](Cc1cccc(O)c1)C(=O)O	180.203	1.655	C10H12O3	1	13	3	Reference	-1	1	3	60	3
ZINC000002598081	3,4-Dihydroxyphenylacetone	CC(=O)Cc1ccc(O)c(O)c1	166.176	1.229	C9H10O3	1	12	3	Reference	0	2	3	57	2
ZINC000038726563	3,4-Dihydroxy-Tamoxifen	CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1ccc(O)c(O)c1)c1ccccc1	403.522	5.407	C26H29NO3	3	30	4						
ZINC000039472044	3-(4-Hydroxy-3-Methoxyphenyl-2-Methyllactic	COc1cc(C[C@@](C)(O)C(=O)O)ccc1O	226.228	0.779	C11H14O5	1	16	5						
ZINC000039472045	3-(4-Hydroxy-3-Methoxyphenyl-2-Methyllactic	COc1cc(C[C@](C)(O)C(=O)O)ccc1O	226.228	0.779	C11H14O5	1	16	5						
ZINC000100002768	3-Amino-1-Hydroxy-5,7-Dimethyl-Adamantane	C[C@@]12CC3(N)CC(O)(C1)C[C@@](C)(C3)C2	195.306	1.809	C12H21NO	4	14	2						
ZINC000100002769	3-Amino-1-Hydroxy-5,7-Dimethyl-Adamantane	C[C@]12CC3(N)CC(O)(C1)C[C@](C)(C3)C2	195.306	1.809	C12H21NO	4	14	2						
ZINC000000246606	3-Amino-1-Hydroxy-5,7-Dimethyl-Adamantane	C[C@]12CC3(N)CC(O)(C1)C[C@@](C)(C3)C2	195.306	1.809	C12H21NO	4	14	2	Reference	1	2	1	47	0
ZINC000004578995	3-Amino-2-Oxazolidone	NN1CCOC1=O	102.093	-0.688	C3H6N2O2	1	7	4	Reference	0	1	3	55	0
ZINC000030731156	3-Carbamoyl-2-Phenylpropionaldehyde	N=C(O)OC[C@@H](C=O)c1ccccc1	193.202	1.478	C10H11NO3	1	14	4						
ZINC000030731160	3-Carbamoyl-2-Phenylpropionaldehyde	N=C(O)OC[C@H](C=O)c1ccccc1	193.202	1.478	C10H11NO3	1	14	4						
ZINC000030731165	3-Carbamoyl-2-Phenylpropionic	N=C(O)OC[C@@H](C(=O)O)c1ccccc1	209.201	1.364	C10H11NO4	1	15	5						
ZINC000030731169	3-Carbamoyl-2-Phenylpropionic	N=C(O)OC[C@H](C(=O)O)c1ccccc1	209.201	1.364	C10H11NO4	1	15	5						
ZINC000095619124	3-Cis-Hydroxycyclohexyl	COc1ccc(Cl)cc1/C(O)=N\CCc1ccc(S(=O)(=O)/N=C(\O)N[C@@H]2CCC[C@H](O)C2)cc1	510.012	3.392	C23H28ClN3O6S	3	34	11	Reference	-1	3	6	140	7
ZINC000095618777	3-Cis-Hydroxyglipizide	Cc1cnc(/C(O)=N/CCc2ccc(S(=O)(=O)/N=C(/O)N[C@H]3CCC[C@@H](O)C3)cc2)cn1	461.544	1.828	C21H27N5O5S	3	32	11						
ZINC000005840786	(3e-2-Propylpent-3-Enoic	C/C=C/[C@@H](CCC)C(=O)O	142.198	2.063	C8H14O2	0	10	2	Reference	-1	0	2	40	4
ZINC000002570845	(3e-2-Propylpent-3-Enoic	C/C=C/[C@H](CCC)C(=O)O	142.198	2.063	C8H14O2	0	10	2	Reference	-1	0	2	40	4
ZINC000012494987	3hc-Gluc	CN1C(=O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C[C@@H]1c1cccnc1	368.342	-1.738	C16H20N2O8	3	26	10	Reference	-1	3	9	152	4
ZINC000005140888	3hc-Gluc	CN1C(=O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1c1cccnc1	368.342	-1.738	C16H20N2O8	3	26	10	Reference	-1	3	9	152	4
ZINC000100018852	[3h]granisetron	CN1[C@H]2CCC[C@@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2	312.417	2.318	C18H24N4O	4	23	5	Reference	1	2	3	51	2
ZINC000002388372	3-Hydroxy-4-Aminopyridine	Nc1ccncc1O	110.116	0.369	C5H6N2O	1	8	3	Reference	1	2	2	60	0
ZINC000095618864	3-Hydroxy-4-Aminopyridine	Nc1ccncc1OS(=O)(=O)O	190.18	-0.155	C5H6N2O4S	1	12	7	Reference	0	1	5	106	2
ZINC000006117175	3-Hydroxycarbamazepine	NC(=O)N1c2ccccc2C=Cc2ccc(O)cc21	252.273	3.093	C15H12N2O2	3	19	4	Reference	0	2	2	66	0
ZINC000095617666	3-Hydroxychlorpropamide	CCCNC(=O)NS(=O)(=O)c1ccc(Cl)c(O)c1	292.744	1.444	C10H13ClN2O4S	1	18	8	Reference	-2	1	4	100	4
ZINC000100054877	3-Hydroxyguanfacine	N=C(N)/N=C(\O)Cc1c(Cl)c(O)cc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)c1Cl	454.219	-0.638	C15H17Cl2N3O9	2	29	14						
ZINC000006534965	3-Hydroxyhippurate	O=C(O)CNC(=O)c1cccc(O)c1	195.174	0.207	C9H9NO4	1	14	5	Reference	-1	2	4	89	3
ZINC000071773500	3-Hydroxyibuprofen	C[C@@H](CO)Cc1ccc([C@@H](C)C(=O)O)cc1	222.284	2.046	C13H18O3	1	16	3	Reference	-1	1	3	60	5
ZINC000071773499	3-Hydroxyibuprofen	C[C@H](CO)Cc1ccc([C@@H](C)C(=O)O)cc1	222.284	2.046	C13H18O3	1	16	3	Reference	-1	1	3	60	5
ZINC000071773501	3-Hydroxyibuprofen	C[C@H](CO)Cc1ccc([C@H](C)C(=O)O)cc1	222.284	2.046	C13H18O3	1	16	3	Reference	-1	1	3	60	5
ZINC000071773502	3-Hydroxyibuprofen	C[C@H](C(=O)O)c1ccc(C[C@@H](C)CO)cc1	222.284	2.046	C13H18O3	1	16	3	Reference	-1	1	3	60	5
ZINC000005846414	3-Hydroxylidocaine	CCN(CC)CC(=O)Nc1c(C)ccc(O)c1C	250.342	2.289	C14H22N2O2	1	18	4	Reference	1	3	2	53	5
ZINC000095618626	3-Hydroxymelatonin	COc1ccc2c(c1)[C@@](O)(CC/N=C(/C)O)CN2	250.298	1.675	C13H18N2O3	2	18	5						
ZINC000095618625	3-Hydroxymelatonin	COc1ccc2c(c1)[C@](O)(CC/N=C(/C)O)CN2	250.298	1.675	C13H18N2O3	2	18	5						
ZINC000006072259	3-Hydroxymethylantipyrine	Cn1c(CO)cc(=O)n1-c1ccccc1	204.229	0.668	C11H12N2O2	2	15	4	Reference	0	1	4	47	2
ZINC000030731121	3-Hydroxymonoethylglycinexylidide	CCNCC(=O)Nc1c(C)ccc(O)c1C	222.288	1.557	C12H18N2O2	1	16	4	Reference	1	3	2	65	4
ZINC000065742963	3-Hydroxynevirapine	Cc1c(O)cnc2c1NC(=O)c1cccnc1N2C1CC1	282.303	2.357	C15H14N4O2	4	21	6	Reference	0	2	5	78	1
ZINC000095618628	3-Hydroxynevirapine	Cc1c(O)cnc2c1N=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccnc1N2C1CC1	458.427	0.092	C21H22N4O8	5	33	12						
ZINC000095618627	3-Hydroxynevirapine	Cc1c(O)cnc2c1N=C(O[C@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccnc1N2C1CC1	458.427	0.092	C21H22N4O8	5	33	12						
ZINC000095617656	3-Hydroxyomeprazole	COc1ccc2nc([S@@](=O)Cc3ncc(C)c(OC)c3CO)[nH]c2c1	361.423	2.084	C17H19N3O4S	3	25	8	Reference	0	2	6	97	6
ZINC000095617655	3-Hydroxyomeprazole	COc1ccc2nc([S@](=O)Cc3ncc(C)c(OC)c3CO)[nH]c2c1	361.423	2.084	C17H19N3O4S	3	25	8	Reference	0	2	6	97	6
ZINC000038683574	3-Hydroxyropivacaine	CCCN1CCCC[C@@H]1/C(O)=N/c1c(C)ccc(O)c1C	290.407	3.862	C17H26N2O2	2	21	4	Reference	1	3	2	53	4
ZINC000001611775	3-Methoxymorphinan	COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)NCC3	257.377	3.041	C17H23NO	4	19	2	Reference	1	1	1	25	1
ZINC000002034481	3-Methylurate	Cn1c(=O)nc(O)c2[nH]c(=O)[nH]c21	182.139	-1.345	C6H6N4O3	2	13	7	Reference	0	3	4	103	0
ZINC000005842751	3-Oh-Vpa	CCC[C@@H](C(=O)O)[C@@H](O)CC	160.213	1.258	C8H16O3	0	11	3	Reference	-1	1	3	60	5
ZINC000002570846	3-Oh-Vpa	CCC[C@@H](C(=O)O)[C@H](O)CC	160.213	1.258	C8H16O3	0	11	3	Reference	-1	1	3	60	5
ZINC000005839426	3-Oh-Vpa	CCC[C@H](C(=O)O)[C@@H](O)CC	160.213	1.258	C8H16O3	0	11	3	Reference	-1	1	3	60	5
ZINC000005839270	3-Oh-Vpa	CCC[C@H](C(=O)O)[C@H](O)CC	160.213	1.258	C8H16O3	0	11	3	Reference	-1	1	3	60	5
ZINC000001692966	3-O-Methyl-A-Methyldopamine	COc1cc(C[C@@H](C)N)ccc1O	181.235	1.29	C10H15NO2	1	13	3	Reference	1	2	2	57	3
ZINC000003644762	3-O-Methyl-A-Methyldopamine	COc1cc(C[C@H](C)N)ccc1O	181.235	1.29	C10H15NO2	1	13	3	Reference	1	2	2	57	3
ZINC000013547277	3-Oxobrimonidine	OC1=Nc2c(ccc(NC3=NCCN3)c2Br)NC1	310.155	1.834	C11H12BrN5O	3	18	7						
ZINC000229984031	3-Oxo-Valproic	CCC[C@@H](C(=O)CC)C(=O)SCC/N=C(\O)CC/N=C(\O)[C@@H](O)C(C)(C)CO[P@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O	907.723	1.741	C29H48N7O18P3S	3	58	29						
ZINC000230122748	3-Oxo-Valproic	CCC[C@H](C(=O)CC)C(=O)SCC/N=C(\O)CC/N=C(\O)[C@@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O	907.723	1.741	C29H48N7O18P3S	3	58	29						
ZINC000002570844	3-Oxovalproic	CCC[C@@H](C(=O)O)C(=O)CC	158.197	1.466	C8H14O3	0	11	3	Reference	-1	0	3	57	5
ZINC000005837443	3-Oxovalproic	CCC[C@H](C(=O)O)C(=O)CC	158.197	1.466	C8H14O3	0	11	3	Reference	-1	0	3	57	5
ZINC000000080797	3-Phenoxypropanoate	O=C(O)CCOc1ccccc1	166.176	1.54	C9H10O3	1	12	3	Reference	-1	0	3	49	4
ZINC000095619120	3-Trans-Hydroxycyclohexyl	COc1ccc(Cl)cc1/C(O)=N\CCc1ccc(S(=O)(=O)/N=C(\O)N[C@@H]2CCC[C@@H](O)C2)cc1	510.012	3.392	C23H28ClN3O6S	3	34	11						
ZINC000030731335	(3z-2-Propylpent-3-Enoic	C/C=C\[C@@H](CCC)C(=O)O	142.198	2.063	C8H14O2	0	10	2	Reference	-1	0	2	40	4
ZINC000030731330	(3z-2-Propylpent-3-Enoic	C/C=C\[C@H](CCC)C(=O)O	142.198	2.063	C8H14O2	0	10	2	Reference	-1	0	2	40	4
ZINC000000119638	4&#39;-Hpph	O=C1NC(=O)[C@@](c2ccccc2)(c2ccc(O)cc2)N1	268.272	1.475	C15H12N2O3	3	20	5	Reference	0	3	3	78	2
ZINC000000119642	4&#39;-Hpph	O=C1NC(=O)[C@](c2ccccc2)(c2ccc(O)cc2)N1	268.272	1.475	C15H12N2O3	3	20	5	Reference	0	3	3	78	2
ZINC000095618639	4&#39;-Hydroxy-5-Carboxy-Lumiracoxib	Cc1ccc(Nc2c(Cl)cc(O)c(C(=O)O)c2F)c(CC(=O)O)c1	353.733	3.562	C16H13ClFNO5	2	24	8						
ZINC000002526388	4&#39;-Hydroxycarvedilol	COc1cc(O)ccc1OCCNC[C@@H](O)COc1cccc2[nH]c3ccccc3c12	422.481	3.444	C24H26N2O5	4	31	7	Reference	1	4	5	100	10
ZINC000002528509	4&#39;-Hydroxycarvedilol	COc1cc(O)ccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12	422.481	3.444	C24H26N2O5	4	31	7	Reference	1	4	5	100	10
ZINC000100054019	4&#39;-Hydroxyclobazam	CN1C(=O)CC(=O)N(c2ccc(O)cc2)c2cc(Cl)ccc21	316.744	3.077	C16H13ClN2O3	3	22	6						
ZINC000095618644	4&#39;-Hydroxyfenoprofen	C[C@@H](C(=O)O)c1cccc(Oc2ccc(O[C@H]3[C@H](O)[C@@H](C(=O)O)O[C@@H](O)[C@@H]3O)cc2)c1	434.397	0.938	C21H22O10	3	31	10						
ZINC000095618642	4&#39;-Hydroxyfenoprofen	C[C@@H](C(=O)O)c1cccc(Oc2ccc(O[C@H]3[C@H](O)[C@@H](C(=O)O)O[C@H](O)[C@@H]3O)cc2)c1	434.397	0.938	C21H22O10	3	31	10						
ZINC000095618643	4&#39;-Hydroxyfenoprofen	C[C@H](C(=O)O)c1cccc(Oc2ccc(O[C@H]3[C@H](O)[C@@H](C(=O)O)O[C@@H](O)[C@@H]3O)cc2)c1	434.397	0.938	C21H22O10	3	31	10						
ZINC000095618641	4&#39;-Hydroxyfenoprofen	C[C@H](C(=O)O)c1cccc(Oc2ccc(O[C@H]3[C@H](O)[C@@H](C(=O)O)O[C@H](O)[C@@H]3O)cc2)c1	434.397	0.938	C21H22O10	3	31	10						
ZINC000006037085	4&#39;-Hydroxyflurbiprofen	C[C@@H](C(=O)O)c1ccc(-c2ccc(O)cc2)c(F)c1	260.264	3.386	C15H13FO3	2	19	4	Reference	-1	1	3	60	3
ZINC000006030312	4&#39;-Hydroxyflurbiprofen	C[C@H](C(=O)O)c1ccc(-c2ccc(O)cc2)c(F)c1	260.264	3.386	C15H13FO3	2	19	4	Reference	-1	1	3	60	3
ZINC000005923859	4&#39;-Hydroxymephenytoin	CC[C@@]1(c2ccc(O)cc2)NC(=O)N(C)C1=O	234.255	1.179	C12H14N2O3	2	17	5	Reference	0	2	3	69	2
ZINC000002512178	4&#39;-Hydroxymephenytoin	CC[C@]1(c2ccc(O)cc2)NC(=O)N(C)C1=O	234.255	1.179	C12H14N2O3	2	17	5	Reference	0	2	3	69	2
ZINC000095618646	4&#39;-Hydroxyphenyl	COc1cc(-c2ccc(O)cc2)ccc1OCCNC[C@@H](O)COc1cccc2[nH]c3ccccc3c12	498.579	5.111	C30H30N2O5	5	37	7						
ZINC000095618645	4&#39;-Hydroxyphenyl	COc1cc(-c2ccc(O)cc2)ccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12	498.579	5.111	C30H30N2O5	5	37	7						
ZINC000005760515	4&#39;-Hydroxypropanolol	CC(C)NC[C@@H](O)COc1ccc(O)c2ccccc12	275.348	2.283	C16H21NO3	2	20	4	Reference	1	3	3	66	6
ZINC000005760453	4&#39;-Hydroxypropanolol	CC(C)NC[C@H](O)COc1ccc(O)c2ccccc12	275.348	2.283	C16H21NO3	2	20	4	Reference	1	3	3	66	6
ZINC000005599377	4&#39;-Hydroxy-R-Phenprocoumon	CC[C@H](c1ccc(O)cc1)c1c(O)c2ccccc2oc1=O	296.322	3.746	C18H16O4	3	22	4	Reference	-1	1	4	73	3
ZINC000022061277	4&#39;-Hydroxytrazodone	O=c1n(CCCN2CCN(c3ccc(O)c(Cl)c3)CC2)nc2ccccn12	387.871	2.067	C19H22ClN5O2	4	27	8						
ZINC000021985090	4,4&#39;-Methanol-Bisbenzonitrile	N#Cc1ccc(C(O)c2ccc(C#N)cc2)cc1	234.258	2.512	C15H10N2O	2	18	3						
ZINC000000132448	4-(4-Chlorophenyl-4-Hydroxypiperidine)	OC1(c2ccc(Cl)cc2)CCNCC1	211.692	1.911	C11H14ClNO	2	14	3	Reference	1	2	1	36	1
ZINC000002020110	4-Amino-4&#39;-Hydroxamine-Diphenylsulphone	Nc1ccc(S(=O)(=O)c2ccc(NO)cc2)cc1	264.306	1.903	C12H12N2O3S	2	18	6	Reference	0	3	5	92	3
ZINC000000120074	4-Aminobenzoyl-(beta-Alanine)	Nc1ccc(C(=O)NCCC(=O)O)cc1	208.217	0.473	C10H12N2O3	1	15	5	Reference	-1	2	4	95	4
ZINC000005159538	4-Amino-Mx	Cc1c(N)c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-]	267.285	3.0	C12H17N3O4	1	19	7	Reference	0	1	5	112	2
ZINC000000083831	4-Anilino-4-Oxobutanoic	O=C(O)CCC(=O)Nc1ccccc1	193.202	1.49	C10H11NO3	1	14	4	Reference	-1	1	3	69	4
ZINC000034401276	4-Carboxynevirapine	O=C1Nc2c(C(=O)O)ccnc2N(C2CC2)c2ncccc21	296.286	2.041	C15H12N4O3	4	22	7						
ZINC000002167062	4-Carboxypyrazole	O=C(O)c1cn[nH]c1	112.088	0.108	C4H4N2O2	1	8	4	Reference	-1	1	3	68	1
ZINC000005783849	4-Chloro-5-Sulfamoylanthranilic	Nc1cc(Cl)c(S(N)(=O)=O)cc1C(=O)O	250.663	0.268	C7H7ClN2O4S	1	15	8	Reference	-1	2	5	126	2
ZINC000100054519	4-Cis-Hydroxycyclohexyl	COc1ccc(Cl)cc1/C(O)=N\CCc1ccc(S(=O)(=O)N/C(O)=N\[C@@H]2CC[C@H](O)CC2)cc1	510.012	3.392	C23H28ClN3O6S	3	34	11	Reference	-1	3	6	135	8
ZINC000229984054	4-Ene-Valproic	C=CC[C@H](CCC)C(=O)SCC/N=C(\O)CC/N=C(\O)[C@@H](O)C(C)(C)CO[P@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O	891.724	2.338	C29H48N7O17P3S	3	57	28						
ZINC000005841914	4-En-Metabolite	C=CC[C@@H](CCC)C(=O)O	142.198	2.063	C8H14O2	0	10	2	Reference	-1	0	2	40	5
ZINC000002570839	4-En-Metabolite	C=CC[C@H](CCC)C(=O)O	142.198	2.063	C8H14O2	0	10	2	Reference	-1	0	2	40	5
ZINC000085589133	4hen-3s	C[C@@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)c(O)c4CC[C@@H]3[C@@H]1CCC2=O	366.435	2.999	C18H22O6S	4	25	7	Reference	-1	1	6	103	2
ZINC000085589139	4hen-3s	C[C@@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)c(O)c4CC[C@H]3[C@@H]1CCC2=O	366.435	2.999	C18H22O6S	4	25	7	Reference	-1	1	6	103	2
ZINC000085589135	4hen-3s	C[C@@]12CC[C@H]3c4ccc(OS(=O)(=O)O)c(O)c4CC[C@@H]3[C@@H]1CCC2=O	366.435	2.999	C18H22O6S	4	25	7	Reference	-1	1	6	103	2
ZINC000085589142	4hen-3s	C[C@@]12CC[C@H]3c4ccc(OS(=O)(=O)O)c(O)c4CC[C@H]3[C@@H]1CCC2=O	366.435	2.999	C18H22O6S	4	25	7	Reference	-1	1	6	103	2
ZINC000001670385	4-Hydroxy-2,6-Dimethylaniline	Cc1cc(O)cc(C)c1N	137.182	1.591	C8H11NO	1	10	2	Reference	0	2	2	46	0
ZINC000030731184	4-Hydroxy-5-Phenyltetrahydro-1,3-Oxazin-2-One	OC1=N[C@@H](O)[C@@H](c2ccccc2)CO1	193.202	1.033	C10H11NO3	2	14	4						
ZINC000030731188	4-Hydroxy-5-Phenyltetrahydro-1,3-Oxazin-2-One	OC1=N[C@H](O)[C@@H](c2ccccc2)CO1	193.202	1.033	C10H11NO3	2	14	4						
ZINC000030731193	4-Hydroxy-5-Phenyltetrahydro-1,3-Oxazin-2-One	OC1=N[C@@H](O)[C@H](c2ccccc2)CO1	193.202	1.033	C10H11NO3	2	14	4	Reference	0	2	3	58	1
ZINC000030731196	4-Hydroxy-5-Phenyltetrahydro-1,3-Oxazin-2-One	OC1=N[C@H](O)[C@H](c2ccccc2)CO1	193.202	1.033	C10H11NO3	2	14	4	Reference	0	2	3	58	1
ZINC000002570882	4-Hydroxyalprazolam	Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=N[C@@H]2O	324.771	3.071	C17H13ClN4O	4	23	6	Reference	0	1	5	63	1
ZINC000005161502	4-Hydroxyalprazolam	Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=N[C@H]2O	324.771	3.071	C17H13ClN4O	4	23	6	Reference	0	1	5	63	1
ZINC000005760474	4-Hydroxy-Alprenolol	C=CCc1cc(O)ccc1OC[C@@H](O)CNC(C)C	265.353	1.858	C15H23NO3	1	19	4						
ZINC000005760534	4-Hydroxy-Alprenolol	C=CCc1cc(O)ccc1OC[C@H](O)CNC(C)C	265.353	1.858	C15H23NO3	1	19	4						
